% This Database was generated from ergane (http://www.travlang.com).   Copyright (C) 1999 Horst Eyermann (Horst@freedict.de)    This program is free software /  you can redistribute it and/or modify   it under the terms of the GNU General Public License as published by   the Free Software Foundation /  either version 2 of the License, or   (at your option) any later version.    This program is distributed in the hope that it will be useful,   but WITHOUT ANY WARRANTY /  without even the implied warranty of   MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE. See the   GNU General Public License for more details. 


ADN ; DNA
occasion ; inducement /  motive /  occasion ; chance /  event /  occurence /  opportunity

occident ; west /  West

occupation ; occupation ; activity /  occupation

occuper ; occupy /  take

octet ; byte

octobre ; October

océan ; ocean

océan Antarctique ; Antarctic Ocean

océan Arctique ; Arctic Ocean

océan Atlantique ; Atlantic /  Atlantic Ocean

océan Glacial du Nord ; Arctic Ocean

océan Pacifique ; Pacific /  Pacific Ocean

odeur ; odor /  odour /  scent /  smell

odeur délétère ; fume

odieux ; abhorrent /  abominable /  alien /  awful /  hideous /  horrible /  gruesome

odorat ; smell

offenser ; abuse /  insult /  offend

office ; function /  job /  office /  post ; pantry ; service

office religieux ; service /  worship service

officier ; officer

offre ; offer ; presentation ; offer /  tender

offrir ; donate /  give ; bid /  offer /  make an offer of ; offer /  present with ; offer ; offer /  tender

oficiel ; official

oh ; oh

ohm ; ohm

oie ; goose

oignon ; onion

oiseau‐mouche ; hummingbird

oiseau ; bird

oisillon ; little bird

olda ; old

olive ; olive

olivier ; olive‐tree

ombre ; shadow ; shade

omettre ; leave out /  omit /  overlook

omnibus ; omnibus

omoplate ; shoulderblade

on ; you /  one /  they

oncle ; uncle

ondatra ; musk‐rat /  musquash

onde ; water ; wave

ondoyer ; flare /  flare up

onduler ; undulate ; corrugate /  wave

ongle ; nail

onze ; eleven

onzième ; eleventh

opinion ; opinion

opportun ; convenient /  handy /  opportune

opposition ; opposition

opposé ; adverse /  alien /  contrary ; contrary /  opposite

oppression ; pressure ; tightness of the chest

opter ; choose /  elect /  pick out

opticien ; optician

optimisme ; optimism

opération ; operation /  surgical operation

opération de caisse ; turn over

opérer ; act /  take action ; act /  be effective /  have effect ; achieve /  act /  do /  make /  perform ; operate

or ; gold

orage ; storm

orange ; orange‐coloured ; orange

oranger ; orange‐tree

orateur ; orator

orbite ; orbit

orchestration ; orchestration

orchestre ; orchestra

orchestrer ; orchestrate /  score

ordinaire ; common /  ordinary /  usual

ordinairement ; ordinarily /  usually ; usually ; generally

ordinateur ; computer

ordonnance ; prescription /  recipe

ordonner ; arrange /  put in order /  tidy ; command /  order /  tell

ordre ; order

ordre du jour ; agenda

ordures ; debris /  rubbish /  rubble

oreille ; ear

oreiller ; pillow

organe ; organ

organiser ; organize

orge ; barley

orgie ; orgy

orgue ; organ

orient ; east /  East

orifice ; aperture /  opening

original ; original

origine ; origin

orme ; elm

ornament ; adornment /  decoration /  ornament

ornement ; adornment /  ornament ; robes of office

orner ; adorn /  decorate /  ornament

orphelin ; orphan

orteil ; toe

orthodoxe ; orthodox

orthographe ; orthography

ortie ; nettle

os ; bone

osciller ; oscillate

oser ; dare ; be bold /  dare ; hazard /  risk /  venture

oser attaquer ; dare to fight /  stand up to

oser entreprendre ; dare /  venture

osseux ; bony

otage ; hostage

ou ; or

ouate ; cotton‐wool /  wadding

oublier ; forget

ouest‐allemand ; West German

ouest ; west /  West ; west

oui ; yes

ouragan ; hurricane

ours ; bear

ourse ; she‐bear

outil ; agent /  means /  tool

outre ; across /  beyond /  on the other side of

ouverture ; aperture /  opening ; opening ; overture

ouvrage ; accomplishment /  achievement ; job /  work

ouvrier ; hand /  laborer /  labourer /  operative /  worker /  working man /  workman

ouvrir ; open /  open up ; unlock

ou bien ; or

oxygène ; oxygen

ozone ; ozone

oïl ; yes

où ; where /  where ... to /  whither ; where

pacte ; accommodation /  accord /  agreement

page ; page

paille ; straw

pain ; bread /  loaf

paire ; pair

paisible ; calm /  quiet ; calm /  tranquil

paisiblement ; quietly /  leisurely

paix ; peace

pakistanais ; Pakistani

palais ; palace

paletot ; coat /  overcoat

palladium ; palladium

palmier ; palm /  palmtree

palper ; feel /  grope

pamplemousse ; grapefruit

pan ; bit /  lump /  piece

panaméen ; Panamanian

panier ; basket

panique ; panic

panne ; brakedown

panneau ; dash‐board /  panel /  wainscot ; board /  plank

panneau d'affichage ; bill‐board /  notice‐board

panorama ; view

panser ; dress ; curry

pantalon ; pants /  trousers

panthère ; panther

pantoufle ; slipper

paon ; peacock

papa ; dad /  daddy

paparazzo ; paparazzo

pape ; pope

papier ; paper

papier buvard ; blotter /  blotting paper

papillon ; butterfly

paprika ; paprika

paquet ; packet /  parcel ; pack

par ; by ; by /  by means of /  on /  through /  with ; through

parachute ; parachute

parader ; display /  parade

paradis ; paradise

paradoxe ; paradox

parages ; about /  round /  around /  towards

parallèle ; parallel

paralyser ; paralyse

parapluie ; umbrella

paraître ; appear /  emerge /  perform ; appear /  look ; appear /  appear to be /  seem

parc ; park

parce que ; because /  for the reason that ; as /  because /  for /  since

parcourir ; cover /  go through /  pass through

pardessus ; coat /  overcoat

pardon ; absolution /  pardon

pardonner ; forgive /  pardon

pare‐chocs ; buffer /  bumper

pareil ; like /  alike /  similar

pareillement ; equally /  likewise

parent ; relative

parente ; relative /  female relative

parenthèse ; clamp /  brace /  bracket /  parenthesis /  staple

parents ; parents

parer ; avoid /  evade ; adorn /  decorate /  ornament

parfait ; perfect

parfois ; several times /  sometimes

parfum ; perfume

parfumer ; perfume

parier ; bet /  wager

parlement ; parliament

parler ; speak /  talk

parler à ; accost /  address

parmi ; a /  in /  inside /  into /  on /  per /  within ; among /  between ; among /  amidst /  in the middle of ; at /  beside /  with

paroi ; wall

paroisse ; parish

parole ; speech

parrain ; godfather

parsemer ; disseminate ; punctuate

part ; part /  Parthian /  share ; part /  piece /  share ; share

partager ; divide /  separate /  share

parterre ; parterre

parti‐pris ; prejudice

parti ; adherents /  disciples /  following /  party /  supporters ; decision‐making ; faction /  party /  side ; adherents /  disciples /  followers /  following /  party /  supporters

participation aux bénéfices ; share

participe ; participle

participer ; participate /  share /  take part

particulier ; apart /  particular /  separate /  special

particulièrement ; apart /  separately ; particularly /  specially ; chiefly

partie ; part /  Parthian /  share ; part /  piece /  share

partir ; start out ; discharge /  fire /  fire off ; absent onself /  depart /  go away /  leave ; start off

partisan ; acolyte /  member /  supporter ; member /  supporter

partisan de la même doctrine ; fellow‐thinker

parti aux bénéfices ; share

partout ; all about /  everywhere

parure ; adornment /  decoration /  ornament

parvenir ; accomplish /  achieve /  attain /  get /  reach ; succeed ; catch /  hit /  run across /  strike

par acclamation ; by acclamation

par alliance ; by marriage /  ‐in‐law ; by marriage /  related by marriage

par cœur ; by heart

par exemple ; for example /  for instance

par hasard ; by accident /  by chance

par moins ; monthly

par voie d'adjudication ; by tender

pas ; not ; pace /  step /  stride

passablement ; enough /  quite /  rather /  sufficiently

passager ; passenger

passeport ; passport

passer ; give ; pass /  pass by ; pass /  spend ; pass /  pass by ; overtake /  pass by ; cross /  go beyond /  transfer ; go beyond

passereau ; sparrow

passer chez ; call at ...'s house /  call on

passer la nuit ; pass the night /  spend the night

passer à tabac ; thresh

passion ; lust /  passion

passionnant ; exciting ; absorbing /  fascinating ; absorbing

passé ; past ; last ; past

pasteur ; pastor ; shepherd

pas du tout ; not at all

patauger ; paddle ; wade

patience ; patience

patient ; patient

patin ; skate

patriote ; patriot

patron ; boss /  master ; pattern /  stencil /  template /  templet

patte ; leg

paume ; palm

paupière ; eyelid

pause ; break /  intermission /  pause /  recess

pauvre ; dismal /  miserable /  pitiful /  poor ; miserable /  poor ; abject /  dismal /  meager /  miserable /  wretched

pavillon ; banner /  flag ; pavilion ; flag /  standard

pavot ; poppy

pavé ; pavement

paye ; payment

payer ; pay

payer un premier acompte ; make a deposit /  make a down payment

pays ; country /  land

paysage ; landscape /  scenery

paysan ; countryman /  peasant ; farmer

pays de Galles ; Wales

peau ; fur /  hide /  skin ; skin

peau de vache ; cat

peigne ; comb

peigner ; comb

peindre ; paint

peine ; ache /  pain ; attempt /  effort ; effort ; punishment ; annoyance /  disappointment /  grief

peiner ; aim /  attempt /  endeavour /  try

peintre ; painter

peinture ; dye /  paint

peiné ; sad

pelage ; fur /  hide /  skin

pelle ; shovel

pelleter ; shovel

pellicule ; film /  motion picture /  movie

pelouse ; lawn

pencher ; stoop

pendant ; for /  during /  whereas /  while /  whilst

pendant que ; for /  during /  whereas /  while /  whilst

pendre ; droop /  hang

pendule ; clock /  watch

penible ; difficult /  hard /  inconvenient

penser ; think

penser que ; account /  deem /  opine /  think

pension ; pension /  retirement ; boarding house /  boarding school

pensionnat ; boarding house /  boarding school

pension alimentaire ; alimony

pension de famille ; boarding house /  boarding school

pensée ; thought ; pansy

pente ; acclivity /  hillside /  slope

perce‐neige ; snowdrop

percer ; bore /  drill

percevoir ; find /  notice /  perceive

perche ; bass ; pole /  rod

perdre ; lose

perdrix ; partridge

perfection ; perfection

perfide ; malicious /  mischievous /  nasty /  vicious

peril ; danger /  peril ; hazard /  risk

perle ; bead ; pearl

perluète ; ampersand

permanent ; abiding /  lasting ; constant /  continual /  permanent /  sustained ; continuous ; everlasting

permettre ; accord /  admit /  afford /  allow /  permit

permis ; permission

permission ; furlough /  leave /  pass ; permission

perpétuel ; everlasting ; constant /  lasting /  sustained ; everlasting

perroquet ; parrot

perruque ; hairpiece /  wig

persan ; Persian

persil ; parsley

persister ; persevere /  persist /  pursue one's point ; abide /  persevere /  persist

personnage ; person ; character

personne ; neither /  nobody /  none /  no‐one ; person

personnel ; personal ; own /  personal

personne qui ne boit jamais d'alcool ; teetotaller /  total abstainer

person de connaissance ; acquaintance

perspective ; perspective

persuader ; persuade

perséverer ; abide /  persevere /  persist

persévérer ; persevere /  persist /  pursue one's point

perte ; loss

pertinence ; relevance

perturber ; disquiet /  interfere with /  perturb

pervenche ; periwinkle

perçant ; abrasive /  acrid /  acrimonious /  sharp‐toned /  shrill /  snappy /  tard ; shrill

pesanteur ; gravity

peser ; weigh

pessimisme ; pessimism

pessimiste ; pessimist

pestilentiel ; fumy

pet ; fart

petit‐fils ; grandson

petit ; diminutive /  little /  small

petit déjeuner ; breakfast

petit pain ; roll

petit à petit ; gradually /  little by little

peuple ; folk /  nation /  people

peuplier ; poplar

peur ; fright ; fear

peureux ; afraid /  timid ; coward /  funk

peut‐être ; maybe /  mayhap /  perchance /  perhaps /  possibly

peu de ; little

peu à peu ; gradually /  little by little

phare ; lighthouse ; headlight

pharmacie ; chemist's shop /  drugstore

pharmacien ; chemist

phase ; phase /  stage

philippin ; Philippine

philosophie ; philosophy

phonographe ; cylinder phonograph ; phonograph /  record‐player

phoque ; seal /  sea‐dog

phosphore ; phosphorus

photo ; photograph

photographe ; photographer

photographie ; photography

photographier ; photograph

phrase ; sentence

physique ; physics

phénix ; phoenix

phénomène ; phenomenon

piano ; piano

pie ; magpie

pierre ; stone

pieu ; pole /  post /  stanchion /  stake ; stake

pieuvre ; polyp

pieux ; pious

pigeon ; dove /  pigeon ; pigeon

piler ; crush /  pound

pilier ; column /  pillar

piller ; plunder /  rob

piloter ; steer

pilote de ligne ; airline‐pilot

pilule ; pill

pin ; pine /  pine‐tree

pinceau ; paintbrush

pincer ; pinch

pinces ; pincers /  tongs ; tongs

pioche ; pick‐axe

pionnier ; pioneer

pipe ; pipe

piquant ; nasty ; sting

piquer ; pick /  stab /  sting ; quilt /  stitch

piqûre ; prick /  spades /  sting

pirate de l'air ; skyjacker

pire ; worse

pis ; udder

piscine ; pool /  swimming‐bath /  swimming‐pool

pissenlit ; dandelion

pisser ; urinate

piste ; arena ; course /  race‐course /  track /  running track ; path

pistil ; pestle

pistolet ; pistol /  spray gun

piston ; piston

pitié ; compassion /  pity

pittoresque ; picturesque

pivot ; pivot

piétiner ; trample on /  tread

piéton ; pedestrian

pièce ; certificate /  diploma /  document ; bit /  lump /  piece ; chamber /  room

pièce de théâtre ; play /  theatre play

piège ; snare /  trap

placard ; notice /  placard /  poster

place ; place ; location /  place /  spot ; plaza /  square /  public square ; post

placer ; locate /  place

placer d'argent ; invest

plafond ; ceiling

plage ; beach

plaider ; plea /  plead

plaie ; calamity /  scourge

plaindre ; have compassion on /  pity

plaine ; plain

plainte ; accusal /  accusation ; accusation ; accusal /  accusation /  charge /  complaint /  indictment ; complaint

plaire ; please

plaisir ; pleasure ; fun /  pleasure

plan ; map ; design /  diagram /  plan /  plane

planche ; bed ; shelf ; board /  plank

plancher ; floor

planer ; glide /  plane ; float /  hover

plante ; sole ; plant

planter ; plant

plante du pied ; sole

planète ; planet

plaque ; plate /  sheet /  slab

plastique ; plastic

plat ; even /  flat /  level /  smooth ; flat

platane ; plane /  plane‐tree /  sycamore

plate‐bande ; bed

plate‐forme ; bed

plateau ; plateau ; tray

platine ; platinum

pleur ; tear

pleurer ; cry /  weep

pleuvoir ; rain

pli ; fold

plier ; fold

plomb ; lead

plonger ; dive /  plunge

plongé dans ; absorbed in

ployer ; bend

pluie ; rain

plume ; feather

plupart ; mostly

plus ; more ; else /  further /  more /  on ; plus

plusieurs ; several

plusieurs fois ; repeatedly

plus loin ; beyond /  farther /  further

plutonium ; plutonium

plutôt ; preferably ; preferably /  rather ; enough /  quite /  rather /  sufficiently

poche ; pocket

poids ; weight

poids lourd ; lorry /  truck

poignet ; wrist

poignée ; handful

poignée de main ; handshake

poil ; hair

poilu ; hairy /  shaggy

poil d'animal ; fur /  hide /  skin

poing ; fist

point ; point ; dot /  period /  point /  spot

pointe ; peak /  point /  tip /  summit

pointu ; pointed /  spiked

point culminant ; acme

point de contact ; starting point

point de vue ; viewpoint

point du jour ; dawn /  daybreak

poire ; pear

poirier ; pear‐tree

pois ; pea

poison ; poison

poisson ; fish

poitrine ; bosom /  breast /  chest

poivre ; pepper

poli ; courteous /  polite /  well‐mannered

police ; police

policier ; policeman

polir ; polish

politesse ; politeness

politique ; policy /  politics

pollution atmosphérique ; air‐pollution

polonais ; Polish

polynésien ; Polynesian

polémique ; controversy

pomme ; apple

pomme de pin ; cone

pomme de terre ; potato

pommier ; apple‐tree

pompe ; display /  parade ; pomp /  splender ; pump

pomper ; pump

pompette ; tipsy

ponctuation ; interpunction /  punctuation

ponctuel ; accurate /  on time /  prompt /  punctual

pont ; deck ; bridge

pont aérien ; air bridge /  airlift

populaire ; popular

population ; population

porc ; pork ; hog /  pig /  swine

port ; postage ; harbor /  harbour /  port

porte‐monnaie ; purse /  wallet

porte ; door

portefeuille d'actions ; share‐capital

porter ; carry /  wear ; wear

porter plainte ; complain

porteur ; porter

porte document ; briefcase /  file

portion ; part /  piece /  share ; share

portrait ; portrait

portugais ; Portuguese ; Portuguese /  Portuguese language

poser ; achieve /  act /  do /  make /  perform ; install ; build /  construct ; locate /  place ; lay down /  place /  put /  put down ; pose

poser une question ; ask

poseur ; attitudinizer /  poseur

positif ; positive

position ; position

possession ; colony /  settlement ; possession /  property ; possession

possible ; possible

posséder ; own /  possess

poste ; post ; mail /  post

poste aérienne ; airmail

pot ; jug /  pot ; vase /  vessel

potable ; drinkable

potage ; soup

potassium ; potassium

poteau ; pole /  post /  stanchion /  stake

potiron ; gourd /  pumpkin /  squash

pou ; louse
